rank,ticker,name,close_price,fair_value,upside_pct,star_rating,moat,uncertainty,sector,industry
1,ADNT,Adient PLC,21.04,69,227.9,5,Narrow,,Consumer Cyclical,Auto Parts
2,CPRI,Capri Holdings Ltd,15.93,45.5,185.6,,None,,Consumer Cyclical,Luxury Goods
3,VFC,VF Corp,14.32,40,179.3,,None,,Consumer Cyclical,Apparel Manufacturing
4,CLVT,Clarivate PLC Ordinary Shares,1.98,5.5,177.8,,None,,Technology,Information Technology Services
5,BBWI,Bath & Body Works Inc,20.12,54,168.4,,None,,Consumer Cyclical,Specialty Retail
6,TME,Tencent Music Entertainment Group ADR,9.45,25,164.6,,Narrow,,Communication Services,Internet Content & Information
7,CPB,The Campbell's Co,21.98,56,154.8,,Wide,,Consumer Defensive,Packaged Foods
8,NTLA,Intellia Therapeutics Inc,10.68,27,152.8,,None,,Healthcare,Biotechnology
9,PSKY,Paramount Skydance Corp Ordinary Shares - Class B,7.96,20,151.3,,None,,Communication Services,Entertainment
10,WGO,Winnebago Industries Inc,30.28,73,141.1,,None,,Consumer Cyclical,Recreational Vehicles
11,KLAR,Klarna Group PLC,18.94,45,137.6,,Narrow,,Financial Services,Credit Services
12,LULU,Lululemon Athletica Inc,118.87,280,135.6,,Narrow,,Consumer Cyclical,Apparel Retail
13,FLUT,Flutter Entertainment PLC,104.47,245,134.5,,Narrow,,Consumer Cyclical,Gambling
14,HUYA,HUYA Inc Class A,2.45,5.6,128.6,,None,,Communication Services,Entertainment
15,NKE,Nike Inc Class B,41.71,94,125.4,,Wide,,Consumer Cyclical,Footwear & Accessories
16,CRSP,CRISPR Therapeutics AG,47.99,106,120.9,,None,,Healthcare,Biotechnology
17,TEAM,Atlassian Corp Class A,101.02,220,117.8,,Narrow,,Technology,Software - Application
18,KSS,Kohl's Corp,19.14,41,114.2,,None,,Consumer Cyclical,Department Stores
19,FISV,Fiserv Inc,53.94,115,113.2,,Narrow,,Technology,Information Technology Services
20,CE,Celanese Corp Class A,44.72,95,112.4,,Narrow,,Basic Materials,Chemicals
21,CNH,CNH Industrial NV,10.25,20.5,100.0,,Narrow,,Industrials,Farm & Heavy Construction Machinery
22,PRGO,Perrigo Co PLC,10.11,20,97.8,,None,,Healthcare,Drug Manufacturers - Specialty & Generic
23,BABA,Alibaba Group Holding Ltd ADR,122.25,241,97.1,,Wide,,Consumer Cyclical,Internet Retail
24,CHTR,Charter Communications Inc Class A,144.98,280,93.1,,Narrow,,Communication Services,Telecom Services
25,UA,Under Armour Inc Class C,6.49,12.5,92.6,,None,,Consumer Cyclical,Apparel Manufacturing
26,DKNG,DraftKings Inc Ordinary Shares - Class A,23.48,45,91.7,,Narrow,,Consumer Cyclical,Gambling
27,FIS,Fidelity National Information Services Inc,44.77,85,89.9,,Narrow,,Technology,Information Technology Services
28,HUBS,HubSpot Inc,237.36,450,89.6,,Narrow,,Technology,Software - Application
29,BILI,Bilibili Inc ADR,19.1,36,88.5,,None,,Communication Services,Internet Content & Information
30,UAA,Under Armour Inc Class A,6.65,12.5,88.0,,None,,Consumer Cyclical,Apparel Manufacturing
31,AUR,Aurora Innovation Inc Class A,6.45,12,86.0,,None,,Consumer Cyclical,Auto Parts
32,CCOI,Cogent Communications Holdings Inc,13.5,25,85.2,,Narrow,,Communication Services,Telecom Services
33,CSGP,CoStar Group Inc,28.76,53,84.3,,Narrow,,Real Estate,Real Estate Services
34,THO,Thor Industries Inc,74.97,138,84.1,,None,,Consumer Cyclical,Recreational Vehicles
35,ZTS,Zoetis Inc Class A,77.29,140,81.1,,Wide,,Healthcare,Drug Manufacturers - Specialty & Generic
36,GNTX,Gentex Corp,23.36,42,79.8,,Narrow,,Consumer Cyclical,Auto Parts
37,STLA,Stellantis NV,5.76,10,73.6,,None,,Consumer Cyclical,Auto Manufacturers
38,NICE,NICE Ltd ADR,98.79,170,72.1,,None,,Technology,Software - Application
39,PAYP,PayPay Corp ADR - Sponsor,15.13,26,71.8,,Narrow,,Technology,Software - Infrastructure
40,GIL,Gildan Activewear Inc,55.38,95,71.5,,Narrow,,Consumer Cyclical,Apparel Manufacturing
41,ALB,Albemarle Corp,117.64,200,70.0,3,Narrow,,Basic Materials,Specialty Chemicals
42,FRPT,Freshpet Inc,59.54,100,68.0,,None,,Consumer Defensive,Packaged Foods
43,KMX,CarMax Inc,57.26,96,67.7,,Narrow,,Consumer Cyclical,Auto & Truck Dealerships
44,AVGO,Broadcom Inc,389.28,650,67.0,,Wide,,Technology,Semiconductors
45,GLOB,Globant SA,36.6,61,66.7,,None,,Technology,Information Technology Services
46,BR,Broadridge Financial Solutions Inc,153.95,255,65.6,,Wide,,Technology,Information Technology Services
47,ZS,Zscaler Inc,151.2,250,65.3,,Narrow,,Technology,Software - Infrastructure
48,SAP,SAP SE ADR,183.62,302,64.5,,Wide,,Technology,Software - Application
49,DOCU,Docusign Inc,54.83,90,64.1,,None,,Technology,Software - Application
50,RH,RH Class A,165.52,270,63.1,,None,,Consumer Cyclical,Specialty Retail
51,CLX,Clorox Co,95.53,155,62.3,,Wide,,Consumer Defensive,Household & Personal Products
52,IONS,Ionis Pharmaceuticals Inc,51.77,84,62.3,,Narrow,,Healthcare,Biotechnology
53,OLN,Olin Corp,18.51,30,62.1,,None,,Basic Materials,Chemicals
54,WLK,Westlake Corp,70.5,114,61.7,,None,,Basic Materials,Specialty Chemicals
55,TYL,Tyler Technologies Inc,309.6,500,61.5,,Wide,,Technology,Software - Application
56,RELX,RELX PLC ADR,35.42,57,60.9,,Wide,,Industrials,Specialty Business Services
57,GRAB,Grab Holdings Ltd Class A,3.5,5.6,60.0,,None,,Technology,Software - Application
58,YUMC,Yum China Holdings Inc,48.18,77,59.8,,Wide,,Consumer Cyclical,Restaurants
59,ORCL,Oracle Corp,129.87,207,59.4,,Narrow,,Technology,Software - Infrastructure
60,PDD,PDD Holdings Inc ADR,88.56,141,59.2,,Narrow,,Consumer Cyclical,Internet Retail
61,PODD,Insulet Corp,165.35,263,59.1,,Narrow,,Healthcare,Medical Devices
62,DOW,Dow Inc,30.29,48,58.5,,Narrow,,Basic Materials,Chemicals
63,MOS,The Mosaic Co,22.12,35,58.2,,None,,Basic Materials,Agricultural Inputs
64,CHKP,Check Point Software Technologies Ltd,127.13,201,58.1,,Narrow,,Technology,Software - Infrastructure
65,CPNG,Coupang Inc Ordinary Shares - Class A,16.35,25.8,57.8,,Narrow,,Consumer Cyclical,Internet Retail
66,MLCO,Melco Resorts and Entertainment Ltd ADR,5.73,9,57.1,,Narrow,,Consumer Cyclical,Resorts & Casinos
67,MBGL,Mobility Global Inc,20.38,32,57.0,,Narrow,,Technology,Software - Infrastructure
68,PHG,Koninklijke Philips NV ADR,26.3,41,55.9,,Wide,,Healthcare,Medical Devices
69,GPN,Global Payments Inc,84.08,131,55.8,,Narrow,,Industrials,Specialty Business Services
70,KHC,The Kraft Heinz Co,25.85,40,54.7,,Narrow,,Consumer Defensive,Packaged Foods
71,RBLX,Roblox Corp Ordinary Shares - Class A,35.6,55,54.5,,Narrow,,Communication Services,Electronic Gaming & Multimedia
72,LI,Li Auto Inc ADR,13.63,21,54.1,,None,,Consumer Cyclical,Auto Manufacturers
73,LPLA,LPL Financial Holdings Inc,353.7,543,53.5,,Wide,,Financial Services,Capital Markets
74,LYB,LyondellBasell Industries NV Class A,62.08,95,53.0,,Narrow,,Basic Materials,Specialty Chemicals
75,BAX,Baxter International Inc,26.16,40,52.9,,Narrow,,Healthcare,Medical Instruments & Supplies
76,META,Meta Platforms Inc Class A,556.71,850,52.7,,Wide,,Communication Services,Internet Content & Information
77,MAT,Mattel Inc,15.09,23,52.4,,Narrow,,Consumer Cyclical,Leisure
78,MBUU,Malibu Boats Inc Class A,27.57,42,52.3,,None,,Consumer Cyclical,Recreational Vehicles
79,CRM,Salesforce Inc,184.02,280,52.2,,Narrow,,Technology,Software - Application
80,BCE,BCE Inc,21.68,33,52.2,,Narrow,,Communication Services,Telecom Services
81,ACM,AECOM,72.39,110,52.0,4,None,,Industrials,Engineering & Construction
82,BLKB,Blackbaud Inc,42.8,65,51.9,,Narrow,,Technology,Software - Application
83,VIPS,Vipshop Holdings Ltd ADR,15.34,23.3,51.9,,None,,Consumer Cyclical,Internet Retail
84,ADBE,Adobe Inc,250.41,380,51.8,5,Narrow,,Technology,Software - Application
85,CTSH,Cognizant Technology Solutions Corp Class A,55.35,84,51.8,,Narrow,,Technology,Information Technology Services
86,TU,TELUS Corp,9.56,14.5,51.7,,Narrow,,Communication Services,Telecom Services
87,INGR,Ingredion Inc,99.46,150,50.8,,Narrow,,Consumer Defensive,Packaged Foods
88,RCI,Rogers Communications Inc Shs -B- Non-Voting,33.85,51,50.7,,Narrow,,Communication Services,Telecom Services
89,GPI,Group 1 Automotive Inc,286.77,432,50.6,,Narrow,,Consumer Cyclical,Auto & Truck Dealerships
90,CMCSA,Comcast Corp Class A,23.96,36,50.3,,Narrow,,Communication Services,Telecom Services
91,WMG,Warner Music Group Corp Ordinary Shares - Class A,25.96,39,50.2,,Narrow,,Communication Services,Entertainment
92,NTES,NetEase Inc ADR,133.27,200,50.1,,Narrow,,Communication Services,Electronic Gaming & Multimedia
93,BMRN,BioMarin Pharmaceutical Inc,60.02,90,50.0,,Narrow,,Healthcare,Biotechnology
94,TSCO,Tractor Supply Co,30.77,46,49.5,,Wide,,Consumer Cyclical,Specialty Retail
95,VNT,Vontier Corp Ordinary Shares,32.13,48,49.4,,Narrow,,Technology,Scientific & Technical Instruments
96,SNAP,Snap Inc Class A,4.69,7,49.3,,None,,Communication Services,Internet Content & Information
97,WIX,Wix.com Ltd,55.03,82,49.0,,None,,Technology,Software - Infrastructure
98,TRI,Thomson Reuters Corp,98.13,146,48.8,,Narrow,,Industrials,Specialty Business Services
99,NOW,ServiceNow Inc,111.23,165,48.3,,Narrow,,Technology,Software - Application
100,CCI,Crown Castle Inc,76.3,113,48.1,,Narrow,,Real Estate,REIT - Specialty
101,FMS,Fresenius Medical Care AG ADR,25.66,38,48.1,,Narrow,,Healthcare,Medical Care Facilities
102,PVH,PVH Corp,86.66,128,47.7,,None,,Consumer Cyclical,Apparel Manufacturing
103,CRWV,CoreWeave Inc Ordinary Shares - Class A,71.77,106,47.7,,None,,Technology,Software - Infrastructure
104,CPRT,Copart Inc,29.12,43,47.7,,Wide,,Industrials,Specialty Business Services
105,SNY,Sanofi SA ADR,43.08,63,46.2,,Narrow,,Healthcare,Drug Manufacturers - General
106,XPEV,XPeng Inc ADR,13,19,46.2,,None,,Consumer Cyclical,Auto Manufacturers
107,OMC,Omnicom Group Inc,78.7,115,46.1,,Narrow,,Communication Services,Advertising Agencies
108,OTIS,Otis Worldwide Corp Ordinary Shares,71.95,105,45.9,,Wide,,Industrials,Specialty Industrial Machinery
109,LEN,Lennar Corp Class A,82.35,120,45.7,,None,,Consumer Cyclical,Residential Construction
110,ALNY,Alnylam Pharmaceuticals Inc,205.52,299,45.5,3,Narrow,,Healthcare,Biotechnology
111,RTO,Rentokil Initial PLC ADR,23.36,34,45.5,,Narrow,,Industrials,Specialty Business Services
112,GWRE,Guidewire Software Inc,151.94,220,44.8,,Wide,,Technology,Software - Application
113,TSLA,Tesla Inc,311.21,450,44.6,,Narrow,,Consumer Cyclical,Auto Manufacturers
114,RIVN,Rivian Automotive Inc Class A,15.22,22,44.5,,None,,Consumer Cyclical,Auto Manufacturers
115,GAP,Gap Inc,20.09,29,44.4,,None,,Consumer Cyclical,Apparel Retail
116,MRNA,Moderna Inc,54.82,79,44.1,,None,,Healthcare,Biotechnology
117,INTU,Intuit Inc,316.07,455,44.0,,Narrow,,Technology,Software - Application
118,EL,The Estee Lauder Companies Inc Class A,83.9,120,43.0,,Wide,,Consumer Defensive,Household & Personal Products
119,EMN,Eastman Chemical Co,69.95,100,43.0,,Narrow,,Basic Materials,Specialty Chemicals
120,ECHO,EchoStar Corp Class A,84.09,120,42.7,,None,,Communication Services,Telecom Services
121,FICO,Fair Isaac Corp,1122.97,1600,42.5,,Wide,,Technology,Software - Application
122,SE,Sea Ltd ADR,106.74,152,42.4,,Narrow,,Consumer Cyclical,Internet Retail
123,RDDT,Reddit Inc Class A Shares,140.67,200,42.2,,Narrow,,Communication Services,Internet Content & Information
124,SARO,StandardAero Inc,29.31,41.5,41.6,,Narrow,,Industrials,Aerospace & Defense
125,CHWY,Chewy Inc,22.6,32,41.6,,Narrow,,Consumer Cyclical,Internet Retail
126,SKM,SK Telecom Co Ltd ADR,31.63,44.7,41.3,,None,,Communication Services,Telecom Services
127,VEEV,Veeva Systems Inc Class A,203.78,287,40.8,,Wide,,Healthcare,Health Information Services
128,MQ,Marqeta Inc Class A,17.36,24.4,40.6,,None,,Technology,Software - Infrastructure
129,CELH,Celsius Holdings Inc,29.21,41,40.4,,None,,Consumer Defensive,Beverages - Non-Alcoholic
130,WSO,Watsco Inc Ordinary Shares,309.3,433,40.0,,Narrow,,Industrials,Industrial Distribution
131,AGCO,AGCO Corp,102.16,143,40.0,4,None,,Industrials,Farm & Heavy Construction Machinery
132,FER,Ferrovial NV,65.1,91,39.8,,Wide,,Industrials,Engineering & Construction
133,PYPL,PayPal Holdings Inc,57.21,80,39.8,,Narrow,,Financial Services,Credit Services
134,SONY,Sony Group Corp ADR,23.26,32.5,39.7,,Wide,,Technology,Consumer Electronics
135,NVDA,NVIDIA Corp,200.75,280,39.5,,Wide,,Technology,Semiconductors
136,PBH,Prestige Consumer Healthcare Inc,50.22,70,39.4,,Narrow,,Healthcare,Drug Manufacturers - Specialty & Generic
137,PNR,Pentair PLC,65.44,91,39.1,,Narrow,,Industrials,Specialty Industrial Machinery
138,ZBH,Zimmer Biomet Holdings Inc,93.93,130,38.4,,Wide,,Healthcare,Medical Devices
139,SBAC,SBA Communications Corp Class A,180.98,250,38.1,,Narrow,,Real Estate,REIT - Specialty
140,RMD,ResMed Inc,210.98,290,37.5,,Narrow,,Healthcare,Medical Instruments & Supplies
141,STM,STMicroelectronics NV ADR,52.39,72,37.4,,Narrow,,Technology,Semiconductors
142,BSX,Boston Scientific Corp,46.73,64,37.0,,Narrow,,Healthcare,Medical Devices
143,CNM,Core & Main Inc Class A,43.97,60,36.5,,Narrow,,Industrials,Industrial Distribution
144,TMUS,T-Mobile US Inc,172.71,235,36.1,,Narrow,,Communication Services,Telecom Services
145,ABG,Asbury Automotive Group Inc,231.7,315,36.0,,Narrow,,Consumer Cyclical,Auto & Truck Dealerships
146,BDX,Becton Dickinson & Co,165.62,225,35.9,,Narrow,,Healthcare,Medical Instruments & Supplies
147,NXPI,NXP Semiconductors NV,229.16,310,35.3,,Wide,,Technology,Semiconductors
148,ESAB,ESAB Corp,86.53,117,35.2,,Narrow,,Industrials,Metal Fabrication
149,NCLH,Norwegian Cruise Line Holdings Ltd,18.53,25,34.9,,Narrow,,Consumer Cyclical,Travel Services
150,LII,Lennox International Inc,415.88,560,34.7,,Narrow,,Industrials,Building Products & Equipment
151,ACN,Accenture PLC Class A,165.92,223,34.4,3,Narrow,,Technology,Information Technology Services
152,DECK,Deckers Outdoor Corp,96.88,130,34.2,,Narrow,,Consumer Cyclical,Footwear & Accessories
153,TCOM,Trip.com Group Ltd ADR,47.01,63,34.0,,Narrow,,Consumer Cyclical,Travel Services
154,MOH,Molina Healthcare Inc,195.62,262,33.9,,Narrow,,Healthcare,Healthcare Plans
155,SNPS,Synopsys Inc,388.76,520,33.8,,Wide,,Technology,Software - Infrastructure
156,TEX,Terex Corp,62.84,84,33.7,,Narrow,,Industrials,Farm & Heavy Construction Machinery
157,AMCR,Amcor PLC Ordinary Shares,44.88,60,33.7,4,Narrow,,Consumer Cyclical,Packaging & Containers
158,HPE,Hewlett Packard Enterprise Co,47.9,64,33.6,,None,,Technology,Communication Equipment
159,WU,The Western Union Co,6.36,8.5,33.6,,Narrow,,Financial Services,Credit Services
160,RKT,Rocket Companies Inc Ordinary Shares Class A,12.9,17.2,33.3,,Narrow,,Financial Services,Mortgage Finance
161,NIO,NIO Inc ADR,4.88,6.5,33.2,,None,,Consumer Cyclical,Auto Manufacturers
162,SOLS,Solstice Advanced Materials Inc,60.17,80,33.0,,Narrow,,Basic Materials,Specialty Chemicals
163,STZ,Constellation Brands Inc Class A,130.23,173,32.8,,Wide,,Consumer Defensive,Beverages - Brewers
164,ONON,On Holding AG,36.24,48,32.5,,Narrow,,Consumer Cyclical,Footwear & Accessories
165,TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,404.25,534,32.1,,Wide,,Technology,Semiconductors
166,GIS,General Mills Inc,35.75,47,31.5,,Narrow,,Consumer Defensive,Packaged Foods
167,KRC,Kilroy Realty Corp,38.82,51,31.4,,None,,Real Estate,REIT - Office
168,MDT,Medtronic PLC,85.39,112,31.2,,Narrow,,Healthcare,Medical Devices
169,WH,Wyndham Hotels & Resorts Inc Ordinary Shares,74.86,98,30.9,,Narrow,,Consumer Cyclical,Lodging
170,PEGA,Pegasystems Inc,30.55,40,30.9,,None,,Technology,Software - Application
171,HSY,The Hershey Co,175.05,228,30.2,,Wide,,Consumer Defensive,Confectioners
172,DIS,The Walt Disney Co,96.19,125,30.0,,Wide,,Communication Services,Entertainment
173,AMT,American Tower Corp,173.36,225,29.8,4,Narrow,,Real Estate,REIT - Specialty
174,BXP,BXP Inc,70.12,91,29.8,,None,,Real Estate,REIT - Office
175,AS,Amer Sports Inc,35.51,46,29.5,3,Narrow,,Consumer Cyclical,Leisure
176,PK,Park Hotels & Resorts Inc,15.06,19.5,29.5,,None,,Real Estate,REIT - Hotel & Motel
177,GEHC,GE HealthCare Technologies Inc Common Stock,68.02,88,29.4,,Wide,,Healthcare,Medical Devices
178,F,Ford Motor Co,14.68,19,29.4,,None,,Consumer Cyclical,Auto Manufacturers
179,MSFT,Microsoft Corp,464.72,600,29.1,,Wide,,Technology,Software - Infrastructure
180,EPAM,EPAM Systems Inc,105.56,136,28.8,,None,,Technology,Information Technology Services
181,WFG,West Fraser Timber Co.Ltd,64.85,83,28.0,,None,,Basic Materials,Lumber & Wood Production
182,INVH,Invitation Homes Inc,29.72,38,27.9,,None,,Real Estate,REIT - Residential
183,PFE,Pfizer Inc,25.01,32,27.9,,Narrow,,Healthcare,Drug Manufacturers - General
184,RGEN,Repligen Corp,141.01,180,27.7,,Narrow,,Healthcare,Medical Instruments & Supplies
185,MKC,McCormick & Co Inc Ordinary Shares (Non Voting),50.9,65,27.7,,Wide,,Consumer Defensive,Packaged Foods
186,TAP,Molson Coors Beverage Co Shs -B- Non-Voting,41.56,53,27.5,,None,,Consumer Defensive,Beverages - Brewers
187,CI,The Cigna Group,279.05,354,26.9,,Narrow,,Healthcare,Healthcare Plans
188,DHR,Danaher Corp,194.98,247,26.7,,Wide,,Healthcare,Diagnostics & Research
189,TW,Tradeweb Markets Inc,100.5,127,26.4,,Wide,,Financial Services,Capital Markets
190,APP,AppLovin Corp Ordinary Shares - Class A,395.9,500,26.3,,Narrow,,Communication Services,Advertising Agencies
191,ELV,Elevance Health Inc,375.84,474,26.1,,Narrow,,Healthcare,Healthcare Plans
192,UHS,Universal Health Services Inc Class B,168.44,212,25.9,,Narrow,,Healthcare,Medical Care Facilities
193,CCL,Carnival Corporation Ltd,27.81,35,25.9,,Narrow,,Consumer Cyclical,Travel Services
194,ASML,ASML Holding NV ADR,1629,2050,25.8,,Wide,,Technology,Semiconductor Equipment & Materials
195,TM,Toyota Motor Corp ADR,188.99,237,25.4,,None,,Consumer Cyclical,Auto Manufacturers
196,MRVL,Marvell Technology Inc,187.56,235,25.3,,Narrow,,Technology,Semiconductors
197,DSGX,The Descartes Systems Group Inc,75.16,94,25.1,,Narrow,,Technology,Software - Application
198,FOX,Fox Corp Class B,51.94,65,25.1,,None,,Communication Services,Entertainment
199,ALC,Alcon Inc,68.94,86,24.7,3,Narrow,,Healthcare,Medical Instruments & Supplies
200,CARR,Carrier Global Corp Ordinary Shares,61.81,77,24.6,,Narrow,,Industrials,Building Products & Equipment
201,APH,Amphenol Corp Class A,160.7,200,24.5,4,Wide,,Technology,Electronic Components
202,PLTR,Palantir Technologies Inc Ordinary Shares - Class A,123.06,153,24.3,,Narrow,,Technology,Software - Infrastructure
203,LOW,Lowe's Companies Inc,207.81,258,24.2,,Wide,,Consumer Cyclical,Home Improvement Retail
204,COLD,Americold Realty Trust Inc,14.09,17.5,24.2,5,None,,Real Estate,REIT - Industrial
205,LW,Lamb Weston Holdings Inc,52.55,65,23.7,,Narrow,,Consumer Defensive,Packaged Foods
206,MDLZ,Mondelez International Inc Class A,62.31,77,23.6,,Wide,,Consumer Defensive,Confectioners
207,FIG,Figma Inc Class A,24.32,30,23.4,,None,,Technology,Software - Application
208,NTR,Nutrien Ltd,69.07,85,23.1,,Narrow,,Basic Materials,Agricultural Inputs
209,GIB,CGI Inc Class A,73.15,90,23.0,,Narrow,,Technology,Information Technology Services
210,AZO,AutoZone Inc,3016.25,3700,22.7,,Wide,,Consumer Cyclical,Auto Parts
211,SPGI,S&P Global Inc,411.93,505,22.6,,Wide,,Financial Services,Financial Data & Stock Exchanges
212,ATR,AptarGroup Inc,133.96,164,22.4,,Narrow,,Healthcare,Medical Instruments & Supplies
213,MDLN,Medline Inc Ordinary Shares - Class A,39.28,48,22.2,,Narrow,,Healthcare,Medical Instruments & Supplies
214,DVN,Devon Energy Corp,45.13,55,21.9,,Narrow,,Energy,Oil & Gas E&P
215,ENTG,Entegris Inc,119.05,145,21.8,,Wide,,Technology,Semiconductor Equipment & Materials
216,SMG,The Scotts Miracle Gro Co Class A,65.68,80,21.8,,Narrow,,Basic Materials,Agricultural Inputs
217,BF/B,Brown-Forman Corp Registered Shs -B- Non Vtg,28.73,35,21.8,,Wide,,Consumer Defensive,Beverages - Wineries & Distilleries
218,KMB,Kimberly-Clark Corp,109.31,133,21.7,,Narrow,,Consumer Defensive,Household & Personal Products
219,GOOGL,Alphabet Inc Class A,356.13,433,21.6,3,Wide,,Communication Services,Internet Content & Information
220,KT,KT Corp ADR,18.09,22,21.6,3,None,,Communication Services,Telecom Services
